"name","state","year","sbprim","sbsec","bac08","pbt","admin","txt","hha","hhlearn","intlck1","intlck15","intlck2","mlda21","totpop","avgage","pcinc","income","lim70","totfat","occfat","noccfat","milrur","milurb","vmtrur","vmturb","fueltax","laborfrc2","emp2","unemp2","unemprte","vcrimetot","pcrimetot","vcrimerte","pcrimerte","rurdense","urbdense","fatalities_per_100k","occfat_per_100k","noccfat_per_100k","log_totfat","log_pop","total_vmt","first_year_lim70","rel_year","lead_6_plus","lead_5","lead_4","lead_3","lead_2","lag_0","lag_1","lag_2","lag_3","lag_4","lag_5","lag_6_plus"
"District of Columbia","DC",1992,0,1,0,0,1,0,0,0,0,0,0,1,584897,37.0413513183594,28752,17181057,0,50,33,17,NA,1104,9.99999997475243e-07,3562,18,NA,NA,NA,8.5600004196167,16685,50502,2832.80004882812,8574.2001953125,NA,3.22644925117493,8.54851366992821,5.64201902215262,2.90649464777559,3.91202300542815,13.2791910423361,3562.000001,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0
"District of Columbia","DC",1993,0,1,0,1,1,0,0,0,0,0,0,1,577180,37.2308578491211,30075,17903661,0,57,30,27,NA,1107,9.99999997475243e-07,3485,18,NA,NA,NA,8.63000011444092,16888,51091,2921.80004882812,8839.2998046875,NA,3.14814805984497,9.87560206521363,5.19768529748086,4.67791676773277,4.04305126783455,13.2659094552469,3485.000001,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0
"District of Columbia","DC",1994,0,1,0,1,1,0,0,0,0,0,0,1,565796,37.4215431213379,31078,18312617,0,69,44,25,NA,1104,9.99999997475243e-07,3448,18,NA,NA,NA,8.18000030517578,15177,48009,2662.60009765625,8422.599609375,NA,3.12318849563599,12.1952081669011,7.77665448324131,4.41855368365984,4.23410650459726,13.2459888681887,3448.000001,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0
"District of Columbia","DC",1995,0,1,0,1,1,0,0,0,0,0,0,1,552466,37.650447845459,31735,18422635,0,58,44,14,NA,1421,9.99999997475243e-07,3465,20,NA,NA,NA,8.89999961853027,14744,52697,2661.39990234375,9512.099609375,NA,2.43842363357544,10.4983836109371,7.9642910151937,2.53409259574345,4.06044301054642,13.2221471720189,3465.000001,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0
"District of Columbia","DC",1996,0,1,0,1,1,0,0,0,0,0,0,1,539646,38.0677490234375,33509,19179658,0,62,40,22,NA,1413,9.99999997475243e-07,3316,20,NA,NA,NA,8.52999973297119,13411,51188,2469.80004882812,9426.900390625,NA,2.34677982330322,11.4890131678915,7.41226655993003,4.07674660796152,4.12713438504509,13.1986686480144,3316.000001,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0
"District of Columbia","DC",1997,0,1,0,1,1,0,0,0,0,0,0,1,529895,38.3756713867188,35571,20194722,0,60,35,25,NA,1425,9.99999997475243e-07,3326,20,NA,NA,NA,7.92999982833862,10708,41341,2024.19995117188,7814.89990234375,NA,2.33403515815735,11.3229979524245,6.60508213891431,4.71791581351022,4.0943445622221,13.1804341526937,3326.000001,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0
"District of Columbia","DC",1983,0,0,0,0,1,0,0,0,0,0,0,0,632439,35.7238540649414,15772,9974818,0,66,43,23,NA,1102,9.99999997475243e-07,3099,14.8000001907349,NA,NA,NA,11.6000003814697,11933,45843,1915.40002441406,7358.39990234375,NA,2.81215977668762,10.4357890642418,6.79907469336964,3.63671437087213,4.18965474202643,13.3573390522452,3099.000001,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0
"District of Columbia","DC",1984,0,0,0,0,1,0,0,0,0,0,0,0,633382,35.8357276916504,17204,10896831,0,64,31,33,NA,1102,9.99999997475243e-07,3214,15.5,NA,NA,NA,9.0600004196167,10725,42799,1721.5,6869.7998046875,NA,2.9165153503418,10.1044867078635,4.89436074912138,5.21012595874212,4.15888308335967,13.3588289946216,3214.000001,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0
"Florida","FL",1994,0,1,1,1,1,0,0,0,0,0,0,1,13953829,38.9269676208496,22493,320281697,0,2687,2035,652,65084,48394,31727,90262,12.1000003814697,NA,NA,NA,6.57000017166138,160016,991105,1146.80004882812,7103.2001953125,0.487477719783783,1.86514854431152,19.2563632534124,14.5838106515423,4.67255260187007,7.89618060861549,16.4512645088556,121989,1995,-1,0,0,0,0,0,0,0,0,0,0,0,0
"Florida","FL",1993,0,1,0,1,1,0,0,0,0,0,0,1,13712052,38.8647804260254,21837,304130045,0,2636,2022,614,63630,49178,34314,86153,11.8000001907349,NA,NA,NA,7.03999996185303,164975,977363,1206,7145,0.539273917675018,1.75186061859131,19.2239644365409,14.7461517794711,4.47781265706985,7.8770178956224,16.4337857121112,120467,1995,-2,0,0,0,0,1,0,0,0,0,0,0,0
"Florida","FL",2011,1,0,1,1,1,0,0,0,0,0,1,1,19016486,40.4415588378906,39896,761303232,1,2400,1766,634,40288,81471,34812,157043,16.2000007629395,9293000,8366000,927000,10,98198,671200,514.599975585938,3517.39990234375,0.864078640937805,1.92759382724762,12.6206282275285,9.28667893742303,3.33394929010544,7.78322401633604,16.7608168451209,191855,1995,16,0,0,0,0,0,0,0,0,0,0,0,1
"Florida","FL",2001,0,1,1,1,1,0,0,0,0,0,0,1,16356966,39.1903228759766,30564,499932010,1,3012,2390,622,49411,67889,43862,126725,13.6000003814697,7674000,7309000,365000,4.80000019073486,130713,782517,798.299987792969,4779.2001953125,0.887697100639343,1.86664998531342,18.4141728973454,14.6115116947727,3.80266120257265,8.01035958891978,16.6101644196177,170587,1995,6,0,0,0,0,0,0,0,0,0,0,0,1
"Florida","FL",2012,1,0,1,1,1,0,0,0,0,0,1,1,19253236,40.649845123291,41012,792255386,1,2424,1808,616,40333,81496,34505,156869,16.6000003814697,9373000,8586000,787000,8.39999961853027,94087,632988,487.100006103516,3276.69995117188,0.855502963066101,1.92486751079559,12.5900913487998,9.39062919085394,3.19946215794581,7.7931743471892,16.7731897084663,191374,1995,17,0,0,0,0,0,0,0,0,0,0,0,1
"Florida","FL",1987,0,1,0,1,1,0,0,0,0,0,0,1,11997290,38.8027610778809,16618,199365500,0,2839,2138,701,68398,32025,29955,63864,9.69999980926514,NA,NA,NA,5.32999992370605,123168,899167,1024.40002441406,7478.7001953125,0.437951415777206,1.9941920042038,23.6636773804751,17.8206911727565,5.84298620771858,7.95120715647297,16.3001913489148,93819,1995,-8,1,0,0,0,0,0,0,0,0,0,0,0
"Florida","FL",1988,0,1,0,1,1,0,0,0,0,0,0,1,12306396,38.8233985900879,17768,218659366,0,3078,2339,739,56658,47931,29489,75830,9.69999980926514,NA,NA,NA,4.98999977111816,138343,967869,1117.69995117188,7819.89990234375,0.520473718643188,1.58206593990326,25.0113843240539,19.0063768466414,6.00500747741256,8.03203531439882,16.3256296851895,105319,1995,-7,1,0,0,0,0,0,0,0,0,0,0,0
"Florida","FL",2008,0,1,1,1,1,0,0,0,0,0,0,1,18527305,39.7588272094727,39736,736198346,1,2980,2349,631,40366,81020,36044,162572,15.6000003814697,9175000,8618000,558000,6.09999990463257,126256,758889,688.900024414062,4140.5,0.892929673194885,2.00656628608704,16.0843684497017,12.6785843920635,3.40578405763817,7.99967857949945,16.7347561478568,198616,1995,13,0,0,0,0,0,0,0,0,0,0,0,1
"Florida","FL",1984,0,0,0,1,1,0,0,0,0,0,0,0,11039921,38.6366119384766,14033,154925887,0,2814,2071,743,67518,31466,27989,57486,9.69999980926514,NA,NA,NA,6.32999992370605,95270,653429,868,5953.2998046875,0.414541304111481,1.82692432403564,25.4893128311335,18.7591922079877,6.73012062314576,7.94236223767433,16.2170284429905,85475,1995,-11,1,0,0,0,0,0,0,0,0,0,0,0
"Florida","FL",1991,0,1,0,1,1,0,0,0,0,0,0,1,13289691,38.7663116455078,20207,270160317,0,2463,1849,614,61627,47747,32904,80579,11.1999998092651,NA,NA,NA,7.40999984741211,157243,977570,1184.30004882812,7362.89990234375,0.533921837806702,1.687624335289,18.5331622834572,13.9130398140935,4.62012246936366,7.80913539812054,16.4024991798548,113483,1995,-4,0,0,1,0,0,0,0,0,0,0,0,0
"Florida","FL",1992,0,1,0,1,1,0,0,0,0,0,0,1,13501954,38.8350448608398,20976,286331154,0,2427,1835,592,62003,48637,32947,81364,11.6000003814697,NA,NA,NA,8.27999973297119,162827,964533,1207.19995117188,7151,0.531377494335175,1.67288279533386,17.9751760374832,13.5906254753942,4.38455056208901,7.7944112057266,16.4183449736755,114311,1995,-3,0,0,0,1,0,0,0,0,0,0,0,0
"Florida","FL",1983,0,0,0,1,1,0,0,0,0,0,0,0,10749845,38.5154190063477,12950,139213544,0,2686,1983,703,62581,30493,27214,54562,9.69999980926514,NA,NA,NA,8.60999965667725,88292,635934,826.700012207031,5954.39990234375,0.434860408306122,1.78932869434357,24.9864067807489,18.4467776047003,6.53962917604858,7.89580837708318,16.1904018938293,81776,1995,-12,1,0,0,0,0,0,0,0,0,0,0,0
"Florida","FL",2005,0,1,1,1,1,0,0,0,0,0,0,1,17842038,39.4069633483887,36274,647195224,1,3518,2799,719,39468,81089,36887,164644,14.5,8704000,8390000,314000,3.59999990463257,125957,712998,709,4013,0.934605240821838,2.03041100502014,19.7174784629424,15.6876697605957,4.02980870234667,8.1656479252975,16.6970679162597,201531,1995,10,0,0,0,0,0,0,0,0,0,0,0,1
"Florida","FL",2002,0,1,1,1,1,0,0,0,0,0,0,1,16689370,39.2380714416504,31059,518357511,1,3136,2530,606,50933,68852,46495,131872,13.8999996185303,8084000,7642000,442000,5.5,128721,777236,771.200012207031,4656.39990234375,0.912865936756134,1.91529655456543,18.7904037120634,15.1593499335206,3.63105377854287,8.0507033814703,16.6302825477716,178367,1995,7,0,0,0,0,0,0,0,0,0,0,0,1
"Florida","FL",2003,0,1,1,1,1,0,0,0,0,0,0,1,17004085,39.3084869384766,31943,543153288,1,3169,2554,615,51897,68479,49501,136010,14.1000003814697,8164000,7744000,420000,5.09999990463257,124280,757696,731.099975585938,4457.2998046875,0.953831613063812,1.98615634441376,18.6366981816428,15.0199202132899,3.6167779683529,8.06117135969092,16.6489641672721,185511,1995,8,0,0,0,0,0,0,0,0,0,0,0,1
"Florida","FL",2004,0,1,1,1,1,0,0,0,0,0,0,1,17415318,39.3604850769043,34068,593302390,1,3244,2617,627,41256,78269,36297,160147,14.3000001907349,8411000,8021000,390000,4.59999990463257,123754,727141,711.799987792969,4182.5,0.87979930639267,2.04611015319824,18.6272797315559,15.0270009425036,3.60027878905226,8.0845624152353,16.6728607217361,196444,1995,9,0,0,0,0,0,0,0,0,0,0,0,1
"Florida","FL",1996,0,1,1,1,1,0,0,0,0,0,0,1,14424868,39.1027679443359,24641,365997993,1,2753,2102,651,66083,48339,33500,96504,12.5,NA,NA,NA,5.05999994277954,151350,928273,1051,6446.2998046875,0.506938219070435,1.99640047550201,19.0850966539174,14.5720570891879,4.51303956472947,7.92044650514261,16.4844642195367,130004,1995,1,0,0,0,0,0,0,1,0,0,0,0,0
"Florida","FL",2009,1,0,1,1,1,0,0,0,0,0,1,1,18652644,39.9874534606934,37340,696486706,1,2560,1969,591,40366,81020,35612,160767,16.1000003814697,9093000,8152000,942000,10.3999996185303,113541,712010,612.5,3840.80004882812,0.882227599620819,1.98428785800934,13.7245958267364,10.5561442120484,3.16845161468798,7.84776253747361,16.7414984634428,196379,1995,14,0,0,0,0,0,0,0,0,0,0,0,1
"Florida","FL",2007,0,1,1,1,1,0,0,0,0,0,0,1,18367842,39.560432434082,39838,731746187,1,3213,2546,667,40256,81271,38044,168077,15.3000001907349,9163000,8791000,371000,4.09999990463257,131878,746249,722.599975585938,4088.80004882812,0.945051670074463,2.06810545921326,17.492528518048,13.861181950498,3.63134656754996,8.07496035911586,16.7261119761481,206121,1995,12,0,0,0,0,0,0,0,0,0,0,0,1
"Florida","FL",2010,1,0,1,1,1,0,0,0,0,0,1,1,18843326,40.1792907714844,38493,725436258,1,2444,1854,590,40189,81513,35403,160352,16,9089000,8083000,1006000,11.1000003814697,101969,669035,541.299987792969,3551.39990234375,0.880912661552429,1.96719539165497,12.9701094169893,9.83902735642317,3.13108206056617,7.80139132029149,16.7516693508094,195755,1995,15,0,0,0,0,0,0,0,0,0,0,0,1
"Florida","FL",1999,0,1,1,1,1,0,0,0,0,0,0,1,15111244,39.0482749938965,27873,439260618,1,2920,2298,622,67636,48321,37377,104526,13.1000003814697,7366000,7082000,284000,3.90000009536743,129044,808674,854,5351.5,0.552619934082031,2.1631588935852,19.3233594798681,15.2072192071017,4.11614027276643,7.97933889526233,16.5309496604431,141903,1995,4,0,0,0,0,0,0,0,0,0,1,0,0
"Florida","FL",1997,0,1,1,1,1,0,0,0,0,0,0,1,14677181,39.1695823669434,25525,387625072,1,2785,2123,662,66251,48321,34507,99500,12.8000001907349,NA,NA,NA,4.76000022888184,149996,915613,1023.59997558594,6248.2001953125,0.520852506160736,2.05914616584778,18.9750334209274,14.4646305036369,4.51040291729045,7.93200315236138,16.5018045327378,134007,1995,2,0,0,0,0,0,0,0,1,0,0,0,0
"Florida","FL",1985,0,0,0,1,1,0,0,0,0,0,0,1,11351122,38.7098579406738,15004,170315749,0,2832,2082,750,67338,31733,28638,59418,9.69999980926514,NA,NA,NA,5.98999977111816,106971,753918,941.099975585938,6633.10009765625,0.425287365913391,1.87243568897247,24.949075518702,18.3417991631136,6.60727635558846,7.94873845481361,16.2448271516314,88056,1995,-10,1,0,0,0,0,0,0,0,0,0,0,0
"Florida","FL",1995,0,1,1,1,1,0,0,0,0,0,0,1,14180200,38.9981727600098,23666,344059964,1,2805,2096,709,65440,48338,32403,95398,12.3000001907349,NA,NA,NA,5.48999977111816,151711,939288,1071,6630.60009765625,0.495155870914459,1.97356116771698,19.7811032284453,14.7811737493124,4.99992947913288,7.9391588179568,16.4673571833411,127801,1995,0,0,0,0,0,0,1,0,0,0,0,0,0
"Florida","FL",2000,0,1,1,1,1,0,0,0,0,0,0,1,16047515,39.1499137878418,29570,474532877,1,2999,2408,591,67424,49227,38100,114036,13.3000001907349,7490000,7221000,269000,3.59999990463257,129777,780377,812,4882.7001953125,0.56508070230484,2.31653356552124,18.6882517324333,15.0054385367454,3.68281319568793,8.00603417874901,16.5910645668927,152136,1995,5,0,0,0,0,0,0,0,0,0,0,1,0
"Florida","FL",2006,0,1,1,1,1,0,0,0,0,0,0,1,18166990,39.4289665222168,38712,703287635,1,3357,2658,699,40206,81790,37682,166059,14.8999996185303,9035000,8744000,291000,3.20000004768372,129602,721101,716.400024414062,3986.19995117188,0.937223315238953,2.03030943870544,18.4785701979249,14.630932256802,3.84763794112288,8.11880299698004,16.7151167689721,203741,1995,11,0,0,0,0,0,0,0,0,0,0,0,1
"Florida","FL",1986,0,0,0,1,1,0,0,0,0,0,0,1,11667504,38.7351837158203,15787,184197417,0,2831,2122,709,67090,31984,26431,60842,9.69999980926514,NA,NA,NA,5.73999977111816,121013,839651,1036.5,7191.89990234375,0.39396333694458,1.90226364135742,24.2639728257218,18.1872661025014,6.07670672322032,7.9483852851119,16.2723180996387,87273,1995,-9,1,0,0,0,0,0,0,0,0,0,0,0
"Florida","FL",1990,0,1,0,1,1,0,0,0,0,0,0,1,13018644,38.6966133117676,19945,259952130,0,2891,2168,723,60051,48034,31968,78029,10.8999996185303,NA,NA,NA,6.03000020980835,160990,978944,1244.30004882812,7566.5,0.532347500324249,1.6244535446167,22.206613837816,16.6530400554774,5.55357378233862,7.96935774201635,16.3818930418555,109997,1995,-5,0,1,0,0,0,0,0,0,0,0,0,0
"Florida","FL",1998,0,1,1,1,1,0,0,0,0,0,0,1,14908230,38.9289207458496,27025,418527171,1,2825,2184,641,67079,48337,35644,101851,13,7572640,7232350,340290,4.49367713928223,140016,887107,938.700012207031,5947.39990234375,0.53137344121933,2.10710215568542,18.9492649362131,14.6496264144033,4.29963852180977,7.94626364358054,16.5174239674204,137495,1995,3,0,0,0,0,0,0,0,0,1,0,0,0
"Florida","FL",1989,0,1,0,1,1,0,0,0,0,0,0,1,12637709,38.8744239807129,19310,244034746,0,2984,2239,745,59305,48650,31385,77492,9.69999980926514,NA,NA,NA,5.63000011444092,140575,975042,1109.40002441406,7695.10009765625,0.52921336889267,1.59284687042236,23.6118745889781,17.7168187683385,5.89505582063964,8.00101996132365,16.3521956802552,108877,1995,-6,1,0,0,0,0,0,0,0,0,0,0,0
"Georgia","GA",2009,1,0,1,0,1,0,0,0,0,0,1,1,9620846,35.4113273620605,34330,330287136,1,1292,1114,178,83023,38609,38681,70577,7.5,4798000,4329000,469000,9.80000019073486,42073,360985,428,3672.60009765625,0.465907037258148,1.82799351215363,13.429172444918,11.57902330003,1.85014914488809,7.16394668434255,16.0794427605632,109258,1995,14,0,0,0,0,0,0,0,0,0,0,0,1
"Georgia","GA",1985,0,0,0,0,0,0,0,0,0,0,0,0,5962668,33.2022361755371,13144,78371995,0,1361,1130,231,86521,19736,25495,28218,7.5,NA,NA,NA,6.53000020980835,30311,275070,507.200012207031,4602.89990234375,0.294668346643448,1.42977297306061,22.8253526776939,18.9512479983792,3.8741046793147,7.21597500265147,15.6010285898824,53713,1995,-10,1,0,0,0,0,0,0,0,0,0,0,0
"Georgia","GA",2008,1,0,1,0,1,0,0,0,0,0,1,1,9504843,35.1859397888184,35761,339900470,1,1495,1323,172,83261,38614,38491,70566,7.5,4884000,4569000,315000,6.40000009536743,47353,387917,488.899993896484,4005,0.462293267250061,1.82747185230255,15.7288237164991,13.9192199176778,1.8096037988213,7.30988148582479,16.0673120161459,109057,1995,13,0,0,0,0,0,0,0,0,0,0,0,1
"Georgia","GA",1984,0,0,0,0,0,0,0,0,0,0,0,0,5834957,33.103385925293,12248,71465624,0,1410,1195,215,86614,18919,24830,25656,7.5,NA,NA,NA,6.01000022888184,27935,234621,478.600006103516,4019.5,0.286674201488495,1.35609710216522,24.164702499093,20.4800138201533,3.68468867893971,7.25134498337221,15.5793774543526,50486,1995,-11,1,0,0,0,0,0,0,0,0,0,0,0
"Georgia","GA",1983,0,0,0,0,0,0,0,0,0,0,0,0,5728254,32.9332847595215,11012,63080982,0,1296,1078,218,86540,18415,24369,24468,7.5,NA,NA,NA,7.48999977111816,26179,232062,456.700012207031,4048.5,0.281592339277267,1.32869946956635,22.6246950641504,18.8189979005819,3.80569716356851,7.16703787691222,15.5609213302149,48837,1995,-12,1,0,0,0,0,0,0,0,0,0,0,0
"Georgia","GA",2004,1,0,1,0,1,0,0,0,0,0,1,1,8769252,34.5680770874023,31511,276326000,1,1634,1456,178,80503,36412,43995,68625,7.5,4399000,4194000,205000,4.69999980926514,40217,376656,451,4223.5,0.546501398086548,1.88468086719513,18.6332882211619,16.6034685740585,2.02981964710331,7.39878627541995,15.9867620699469,112620,1995,9,0,0,0,0,0,0,0,0,0,0,0,1
"Georgia","GA",1987,0,0,0,0,0,0,0,0,0,0,0,1,6208470,33.4336624145508,14824,92034657,0,1599,1360,239,86594,20173,27649,32644,7.5,NA,NA,NA,5.46999979019165,35868,324511,576.5,5215.5,0.319294631481171,1.61820256710052,25.7551377392498,21.9055580521449,3.84957968710487,7.37713371283395,15.6414250467423,60293,1995,-8,1,0,0,0,0,0,0,0,0,0,0,0
"Georgia","GA",1996,0,1,0,0,0,0,0,0,0,0,0,1,7334183,34.5256843566895,23340,175077195,1,1573,1397,176,85091,26655,36887,52245,7.5,NA,NA,NA,4.59999990463257,46966,416986,638.700012207031,5671,0.433500617742538,1.96004498004913,21.4475150129196,19.0477930534321,2.39972195948751,7.36073990305828,15.8080565795792,89132,1995,1,0,0,0,0,0,0,1,0,0,0,0,0
"Georgia","GA",1995,0,1,0,0,0,0,0,0,0,0,0,1,7188510,34.4150772094727,22115,162069869,1,1488,1301,187,84871,26402,35562,49822,7.5,NA,NA,NA,4.86999988555908,47317,385005,657.099975585938,5346.5,0.419012397527695,1.88705396652222,20.6996999378174,18.0983263569224,2.60137358089507,7.30518821539304,15.7879944759546,85384,1995,0,0,0,0,0,0,1,0,0,0,0,0,0
"Georgia","GA",1990,0,1,0,0,0,0,0,0,0,0,0,1,6506377,33.8595314025879,17732,115480870,0,1562,1368,194,87873,21728,33681,39065,7.5,NA,NA,NA,5.53000020980835,48996,389165,756.299987792969,6007.2998046875,0.383291810750961,1.79791057109833,24.0072163048652,21.0255261876156,2.98169011724958,7.35372233039963,15.6882933308475,72746,1995,-5,0,1,0,0,0,0,0,0,0,0,0,0
"Georgia","GA",2006,1,0,1,0,1,0,0,0,0,0,1,1,9155813,34.8846397399902,34410,315047516,1,1693,1512,181,80874,37326,41672,71860,7.5,4739000,4519000,220000,4.59999990463257,44754,362712,477.899993896484,3873.5,0.51527065038681,1.92519962787628,18.490984907621,16.5140987479757,1.97688615964524,7.43425738213314,16.0298995360802,113532,1995,11,0,0,0,0,0,0,0,0,0,0,0,1
"Georgia","GA",1986,0,0,0,0,0,0,0,0,0,0,0,1,6084660,33.3027687072754,14055,85518525,0,1530,1290,240,86762,19845,25944,30889,7.5,NA,NA,NA,5.92999982833862,35869,297130,587.599975585938,4867.7998046875,0.299024909734726,1.55651295185089,25.145201210914,21.2008559229275,3.94434528798651,7.33302301438648,15.62128140774,56833,1995,-9,1,0,0,0,0,0,0,0,0,0,0,0
"Georgia","GA",2007,1,0,1,0,1,0,0,0,0,0,1,1,9349988,35.0117683410645,35548,332374171,1,1641,1469,172,81096,37682,41396,71145,7.5,4838000,4629000,209000,4.30000019073486,46917,371248,491.5,3889.60009765625,0.510456740856171,1.88803672790527,17.55082466416,15.7112501106953,1.83957455346467,7.40306109109009,16.0508856178416,112541,1995,12,0,0,0,0,0,0,0,0,0,0,0,1
"Georgia","GA",1997,1,0,1,0,0,0,0,0,0,0,0,1,7489982,34.6350784301758,24260,186443377,1,1577,1370,207,85091,26737,39199,54118,7.5,NA,NA,NA,4.53999996185303,45408,388155,606.599975585938,5185.10009765625,0.46067151427269,2.02408647537231,21.0547902518324,18.2910986968994,2.76369155493298,7.36327958696304,15.8290769522862,93317,1995,2,0,0,0,0,0,0,0,1,0,0,0,0
"Georgia","GA",1992,0,1,0,0,0,0,0,0,0,0,0,1,6760049,34.0948753356934,19251,131234717,0,1315,1118,197,84643,26147,32172,45732,7.5,NA,NA,NA,6.98000001907349,49496,382934,733.200012207031,5672.2998046875,0.38009050488472,1.74903428554535,19.4525217198869,16.5383416599495,2.91418005993744,7.18159194461187,15.7265406965136,77904,1995,-3,0,0,0,1,0,0,0,0,0,0,0,0
"Georgia","GA",2003,1,0,1,0,1,0,0,0,0,0,1,1,8622793,34.4553298950195,30486,262872489,1,1603,1425,178,87975,28558,50624,58622,7.5,4414000,4207000,207000,4.69999980926514,39435,369589,454.5,4259.7001953125,0.575436174869537,2.05273485183716,18.5902641986187,16.5259678621532,2.06429633646546,7.37963215260955,15.9699196040798,109246,1995,8,0,0,0,0,0,0,0,0,0,0,0,1
"Georgia","GA",1998,1,0,0,0,1,0,0,0,0,0,0,1,7636522,34.1064453125,26007,204504461,1,1568,1374,194,86183,27369,40618,56412,7.5,4029248,3861650,167598,4.15953540802002,43762,373717,572.700012207031,4890.2998046875,0.471299439668655,2.06116414070129,20.5329075199417,17.9924840130101,2.54042350693156,7.35755620091035,15.8484528218894,97030,1995,3,0,0,0,0,0,0,0,0,1,0,0,0
"Georgia","GA",1999,1,0,0,0,1,0,0,0,0,0,1,1,7788240,34.2224731445312,27099,218041177,1,1508,1323,185,86434,27458,42904,55955,7.5,4088000,3925000,163000,4,41585,359383,533.900024414062,4614.39990234375,0.496378749608994,2.03783965110779,19.3625260649389,16.987149856707,2.3753762082319,7.3185395485679,15.8681254616404,98859,1995,4,0,0,0,0,0,0,0,0,0,1,0,0
"Georgia","GA",2000,1,0,0,0,1,0,0,0,0,0,1,1,8227303,34.0755767822266,28672,235896210,1,1541,1376,165,87120,27606,47523,57487,7.5,4173000,4019000,154000,3.70000004768372,41319,347630,504.700012207031,4246.39990234375,0.545488953590393,2.08240962028503,18.7303178210405,16.72480033858,2.00551748246053,7.34018683532012,15.922968815423,105010,1995,5,0,0,0,0,0,0,0,0,0,0,1,0
"Georgia","GA",1993,0,1,0,0,0,0,0,0,0,0,0,1,6895071,34.179443359375,19975,139391348,0,1394,1181,213,84605,26274,32038,46388,7.5,NA,NA,NA,5.82999992370605,50019,378348,723.099975585938,5469.7998046875,0.378677397966385,1.76554763317108,20.2173407641488,17.1281775053513,3.08916325879748,7.23993259132047,15.7463173664734,78426,1995,-2,0,0,0,0,1,0,0,0,0,0,0,0
"Georgia","GA",1989,0,1,0,0,0,0,0,0,0,0,0,1,6411085,33.585865020752,16865,108122199,0,1632,1394,238,87345,20665,33769,41936,7.5,NA,NA,NA,5.55000019073486,47357,407868,735.799987792969,6337.2998046875,0.386616289615631,2.02932500839233,25.4559095691291,21.7435894236311,3.71232014549799,7.39756153552405,15.6735390813435,75705,1995,-6,1,0,0,0,0,0,0,0,0,0,0,0
"Georgia","GA",1994,0,1,0,0,0,0,0,0,0,0,0,1,7045888,34.3039474487305,20989,150218176,0,1425,1240,185,84856,26396,33905,48917,7.5,NA,NA,NA,5.17999982833862,47103,376926,667.700012207031,5342.7001953125,0.399559259414673,1.85319745540619,20.2245621843549,17.598917269193,2.62564491516186,7.26192709270275,15.7679547422134,82822,1995,-1,0,0,0,0,0,0,0,0,0,0,0,0
"Georgia","GA",2010,1,0,1,0,1,1,0,1,0,0,1,1,9712587,35.6336822509766,34343,333632664,1,1247,1055,192,83093,39824,36770,74953,7.5,4744000,4238000,506000,10.6999998092651,39068,353449,402.299987792969,3639.19995117188,0.442516207695007,1.8821063041687,12.8390098333225,10.8621935638775,1.976816269445,7.12849594568004,16.0889332311469,111723,1995,15,0,0,0,0,0,0,0,0,0,0,0,1
"Georgia","GA",1988,0,1,0,0,0,0,0,0,0,0,0,1,6316153,33.5074729919434,15882,100313741,0,1654,1404,250,87050,20338,29327,32935,7.5,NA,NA,NA,5.82999992370605,42589,362376,665.299987792969,5661.2001953125,0.336898326873779,1.61938238143921,26.1868260632698,22.2287205518929,3.95810551137694,7.41095187558364,15.6586208782568,62262,1995,-7,1,0,0,0,0,0,0,0,0,0,0,0
"Georgia","GA",2001,1,0,0,0,1,0,0,0,0,0,1,1,8377038,34.163330078125,29572,247724269,1,1647,1466,181,87380,28154,49690,58207,7.5,4132000,3966000,165000,4,41671,347872,495.700012207031,4138.5,0.568665623664856,2.06745052337646,19.6608872969181,17.500219051173,2.16066824574509,7.40671073017764,15.9410049493558,107897,1995,6,0,0,0,0,0,0,0,0,0,0,0,1
"Georgia","GA",2002,1,0,1,0,1,0,0,0,0,0,1,1,8508256,34.2957191467285,29885,254273018,1,1524,1345,179,87458,28320,49765,58556,7.5,4292000,4071000,221000,5.09999990463257,39271,346559,459.600006103516,4056.19995117188,0.569015979766846,2.06765532493591,17.9120139309395,15.8081750243528,2.10383890658673,7.32909373624659,15.9565475441773,108321,1995,7,0,0,0,0,0,0,0,0,0,0,0,1
"Georgia","GA",2005,1,0,1,0,1,0,0,0,0,0,1,1,8925922,34.7379837036133,33002,294569367,1,1729,1547,182,80658,36987,41682,71827,7.5,4583000,4334000,249000,5.40000009536743,40725,378534,446,4145,0.516774535179138,1.94195258617401,19.3705479389132,17.3315428927118,2.03900504620139,7.45529848568329,16.0044701856165,113509,1995,10,0,0,0,0,0,0,0,0,0,0,0,1
"Georgia","GA",1991,0,1,0,0,0,0,0,0,0,0,0,1,6622926,33.9618911743164,18193,121039193,0,1389,1207,182,88425,22057,34448,38557,7.5,NA,NA,NA,5.03999996185303,48894,381165,738.200012207031,5755.2001953125,0.389573097229004,1.74806189537048,20.9726033478254,18.2245732475344,2.74803010029102,7.23633934275434,15.7060478242203,73005,1995,-4,0,0,1,0,0,0,0,0,0,0,0,0
