country,year,pol_lib,bigimp,wb_name,iso3,gdp_pc_constant_usd,population,country_id,year_factor,event_year,leadlag,year_1985,year_1986,year_1987,year_1988,year_1989,year_1990,year_1991,year_1992,year_1993,year_1994,year_1995,year_1996,year_1997,year_1998
Niger,1988,1,0,Niger,NER,497.164557867416,7793748,31,1988,1993,-5,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Niger,1989,1,0,Niger,NER,486.865683851794,8034780,31,1989,1993,-4,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Niger,1990,1,0,Niger,NER,465.923889536505,8286059,31,1990,1993,-3,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Niger,1991,1,0,Niger,NER,449.719266854731,8546900,31,1991,1993,-2,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Niger,1992,2,0,Niger,NER,444.632775312455,8817633,31,1992,1993,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Niger,1993,4,1,Niger,NER,432.184449587188,9100789,31,1993,1993,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Niger,1994,4,0,Niger,NER,426.267506763664,9398258,31,1994,1993,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Niger,1995,4,0,Niger,NER,422.523153898523,9714529,31,1995,1993,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Niger,1996,3,0,Niger,NER,409.039358698404,10044852,31,1996,1993,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Niger,1997,3,0,Niger,NER,401.724988110363,10383969,31,1997,1993,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Niger,1998,3,0,Niger,NER,427.086030331896,10741413,31,1998,1993,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Nigeria,1985,0,0,Nigeria,NGA,1428.92742820366,84897973,32,1985,1989,-4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Nigeria,1986,0,0,Nigeria,NGA,1391.47877234542,87235953,32,1986,1989,-3,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Nigeria,1987,0,0,Nigeria,NGA,1398.24883298999,89591716,32,1987,1989,-2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Nigeria,1988,0,0,Nigeria,NGA,1461.19132231299,92020090,32,1988,1989,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Nigeria,1989,2,1,Nigeria,NGA,1449.68017647113,94531014,32,1989,1989,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Nigeria,1990,2,0,Nigeria,NGA,1577.19616627741,97120925,32,1990,1989,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Nigeria,1991,2,0,Nigeria,NGA,1541.59066261036,99720162,32,1991,1989,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Nigeria,1992,2,0,Nigeria,NGA,1571.1902261783,102372770,32,1992,1989,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Nigeria,1993,0,0,Nigeria,NGA,1498.95895037787,105122069,32,1993,1989,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Nigeria,1994,0,0,Nigeria,NGA,1433.3886109229,107935714,32,1994,1989,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Nigeria,1995,1,0,Nigeria,NGA,1395.07488456856,110819428,32,1995,1989,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Nigeria,1996,2,0,Nigeria,NGA,1416.10189471212,113754779,32,1996,1989,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Nigeria,1997,2,0,Nigeria,NGA,1420.23877961207,116754792,32,1997,1989,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Nigeria,1998,2,0,Nigeria,NGA,1419.31770917955,119846254,32,1998,1989,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Rwanda,1985,0,0,Rwanda,RWA,399.872395547056,6317228,33,1985,1993,-8,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Rwanda,1986,0,0,Rwanda,RWA,407.894133857227,6531881,33,1986,1993,-7,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Rwanda,1987,0,0,Rwanda,RWA,394.648241738036,6749493,33,1987,1993,-6,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Rwanda,1988,0,0,Rwanda,RWA,399.466315173061,6968071,33,1988,1993,-5,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Rwanda,1989,0,0,Rwanda,RWA,387.279968201329,7184706,33,1989,1993,-4,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Rwanda,1990,0,0,Rwanda,RWA,368.219602425258,7375307,33,1990,1993,-3,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Rwanda,1991,0,0,Rwanda,RWA,351.728542825213,7526966,33,1991,1993,-2,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Rwanda,1992,1,0,Rwanda,RWA,364.8092069198,7683266,33,1992,1993,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Rwanda,1993,2,1,Rwanda,RWA,322.716818710568,7981132,33,1993,1993,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Rwanda,1994,0,0,Rwanda,RWA,188.658278473302,6792352,33,1994,1993,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Rwanda,1995,0,0,Rwanda,RWA,305.387824462464,5674118,33,1995,1993,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Rwanda,1996,0,0,Rwanda,RWA,291.210840482528,6708764,33,1996,1993,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Rwanda,1997,0,0,Rwanda,RWA,286.805194458463,7755238,33,1997,1993,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Rwanda,1998,0,0,Rwanda,RWA,299.601139695983,8081681,33,1998,1993,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Sao Tome and Principe,1985,0,0,Sao Tome and Principe,STP,1163.80724250137,108658,34,1985,1991,-6,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Sao Tome and Principe,1986,0,0,Sao Tome and Principe,STP,1071.36164381493,111150,34,1986,1991,-5,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Sao Tome and Principe,1987,0,0,Sao Tome and Principe,STP,1014.69125831664,113919,34,1987,1991,-4,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Sao Tome and Principe,1988,0,0,Sao Tome and Principe,STP,1008.24359402711,116939,34,1988,1991,-3,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Sao Tome and Principe,1989,1,0,Sao Tome and Principe,STP,1013.50760361265,119979,34,1989,1991,-2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Sao Tome and Principe,1990,2,0,Sao Tome and Principe,STP,967.490807502814,122980,34,1990,1991,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Sao Tome and Principe,1991,4,1,Sao Tome and Principe,STP,957.946483063679,125697,34,1991,1991,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Sao Tome and Principe,1992,4,0,Sao Tome and Principe,STP,946.482495103288,128110,34,1992,1991,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Sao Tome and Principe,1993,4,0,Sao Tome and Principe,STP,939.606669438019,130467,34,1993,1991,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Sao Tome and Principe,1994,4,0,Sao Tome and Principe,STP,943.891404294867,132732,34,1994,1991,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Sao Tome and Principe,1995,2,0,Sao Tome and Principe,STP,947.331538535199,134895,34,1995,1991,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Sao Tome and Principe,1996,3,0,Sao Tome and Principe,STP,947.030151309961,136962,34,1996,1991,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Sao Tome and Principe,1997,3,0,Sao Tome and Principe,STP,942.971185295678,138922,34,1997,1991,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Sao Tome and Principe,1998,3,0,Sao Tome and Principe,STP,953.9855008639,140751,34,1998,1991,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Senegal,1985,4,0,Senegal,SEN,1020.46425733551,6683287,35,1985,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Senegal,1986,4,0,Senegal,SEN,1022.55326037551,6878192,35,1986,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Senegal,1987,4,0,Senegal,SEN,1055.32454152497,7081530,35,1987,NA,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Senegal,1988,4,0,Senegal,SEN,1016.8279275159,7289618,35,1988,NA,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Senegal,1989,4,0,Senegal,SEN,1027.27575950199,7502207,35,1989,NA,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Senegal,1990,4,0,Senegal,SEN,990.777522619822,7720523,35,1990,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Senegal,1991,4,0,Senegal,SEN,988.63221583773,7943085,35,1991,NA,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Senegal,1992,4,0,Senegal,SEN,974.054860027128,8168395,35,1992,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Senegal,1993,4,0,Senegal,SEN,960.506561720788,8396288,35,1993,NA,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Senegal,1994,4,0,Senegal,SEN,934.692068072302,8624078,35,1994,NA,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Senegal,1995,4,0,Senegal,SEN,960.84709282163,8848101,35,1995,NA,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Senegal,1996,4,0,Senegal,SEN,956.588791201654,9067014,35,1996,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Senegal,1997,4,0,Senegal,SEN,962.736689457399,9283495,35,1997,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Senegal,1998,4,0,Senegal,SEN,995.979085689636,9502952,35,1998,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Seychelles,1985,0,0,Seychelles,SYC,7091.31069778707,65244,36,1985,1993,-8,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Seychelles,1986,0,0,Seychelles,SYC,7100.93735358387,65652,36,1986,1993,-7,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Seychelles,1987,0,0,Seychelles,SYC,7137.55603586632,68499,36,1987,1993,-6,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Seychelles,1988,0,0,Seychelles,SYC,7489.74029923645,68755,36,1988,1993,-5,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Seychelles,1989,0,0,Seychelles,SYC,8210.90696953337,69167,36,1989,1993,-4,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Seychelles,1990,0,0,Seychelles,SYC,8779.85231337378,69507,36,1990,1993,-3,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Seychelles,1991,1,0,Seychelles,SYC,8902.83798776266,70439,36,1991,1993,-2,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Seychelles,1992,2,0,Seychelles,SYC,9497.7554107084,70763,36,1992,1993,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Seychelles,1993,4,1,Seychelles,SYC,9981.2446035158,72253,36,1993,1993,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Seychelles,1994,4,0,Seychelles,SYC,9481.8805265777,74205,36,1994,1993,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Seychelles,1995,4,0,Seychelles,SYC,9388.81967720743,75304,36,1995,1993,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Seychelles,1996,4,0,Seychelles,SYC,10177.0904671696,76417,36,1996,1993,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Seychelles,1997,4,0,Seychelles,SYC,11284.8459766598,77319,36,1997,1993,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Seychelles,1998,4,0,Seychelles,SYC,11339.3481297046,78846,36,1998,1993,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Sierra Leone,1985,0,0,Sierra Leone,SLE,1089.92411667933,3638438,37,1985,1996,-11,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Sierra Leone,1986,0,0,Sierra Leone,SLE,1076.77818848429,3728380,37,1986,1996,-10,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Sierra Leone,1987,0,0,Sierra Leone,SLE,1124.08995764348,3829718,37,1987,1996,-9,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Sierra Leone,1988,0,0,Sierra Leone,SLE,1016.68318068952,3934517,37,1988,1996,-8,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Sierra Leone,1989,0,0,Sierra Leone,SLE,998.840220254123,4034037,37,1989,1996,-7,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Sierra Leone,1990,1,0,Sierra Leone,SLE,992.259351903398,4196828,37,1990,1996,-6,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Sierra Leone,1991,2,0,Sierra Leone,SLE,1003.7723819105599,4246267,37,1991,1996,-5,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Sierra Leone,1992,0,0,Sierra Leone,SLE,828.516034463031,4166366,37,1992,1996,-4,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Sierra Leone,1993,0,0,Sierra Leone,SLE,841.770438078312,4157130,37,1993,1996,-3,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Sierra Leone,1994,0,0,Sierra Leone,SLE,822.218309819245,4173105,37,1994,1996,-2,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Sierra Leone,1995,1,0,Sierra Leone,SLE,755.343467472038,4179179,37,1995,1996,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Sierra Leone,1996,3,1,Sierra Leone,SLE,764.924518087367,4199210,37,1996,1996,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Sierra Leone,1997,0,0,Sierra Leone,SLE,710.743788352538,4253716,37,1997,1996,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Sierra Leone,1998,3,0,Sierra Leone,SLE,716.346032939256,4295785,37,1998,1996,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Somalia,1985,0,0,Somalia,NA,NA,NA,38,1985,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Somalia,1986,0,0,Somalia,NA,NA,NA,38,1986,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Somalia,1987,0,0,Somalia,NA,NA,NA,38,1987,NA,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Somalia,1988,0,0,Somalia,NA,NA,NA,38,1988,NA,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Somalia,1989,0,0,Somalia,NA,NA,NA,38,1989,NA,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Somalia,1990,0,0,Somalia,NA,NA,NA,38,1990,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Somalia,1991,0,0,Somalia,NA,NA,NA,38,1991,NA,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Somalia,1992,0,0,Somalia,NA,NA,NA,38,1992,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Somalia,1993,0,0,Somalia,NA,NA,NA,38,1993,NA,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Somalia,1994,0,0,Somalia,NA,NA,NA,38,1994,NA,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Somalia,1995,0,0,Somalia,NA,NA,NA,38,1995,NA,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Somalia,1996,0,0,Somalia,NA,NA,NA,38,1996,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Somalia,1997,0,0,Somalia,NA,NA,NA,38,1997,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Somalia,1998,0,0,Somalia,NA,NA,NA,38,1998,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1
South Africa,1985,0,0,South Africa,ZAF,4865.05694085787,35042093,39,1985,1994,-9,1,0,0,0,0,0,0,0,0,0,0,0,0,0
South Africa,1986,0,0,South Africa,ZAF,4712.81869464239,36180515,39,1986,1994,-8,0,1,0,0,0,0,0,0,0,0,0,0,0,0
South Africa,1987,0,0,South Africa,ZAF,4664.13011613961,37326190,39,1987,1994,-7,0,0,1,0,0,0,0,0,0,0,0,0,0,0
South Africa,1988,0,0,South Africa,ZAF,4714.22284174624,38480649,39,1988,1994,-6,0,0,0,1,0,0,0,0,0,0,0,0,0,0
South Africa,1989,0,0,South Africa,ZAF,4687.291051902,39628575,39,1989,1994,-5,0,0,0,0,1,0,0,0,0,0,0,0,0,0
South Africa,1990,1,0,South Africa,ZAF,4544.23023212165,40746268,39,1990,1994,-4,0,0,0,0,0,1,0,0,0,0,0,0,0,0
South Africa,1991,2,0,South Africa,ZAF,4396.36069450543,41687898,39,1991,1994,-3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
South Africa,1992,2,0,South Africa,ZAF,4225.814328485,42443509,39,1992,1994,-2,0,0,0,0,0,0,0,1,0,0,0,0,0,0
South Africa,1993,2,0,South Africa,ZAF,4193.59826135345,43297156,39,1993,1994,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
South Africa,1994,4,1,South Africa,ZAF,4258.26184733408,44004139,39,1994,1994,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
South Africa,1995,4,0,South Africa,ZAF,4337.29729686998,44541554,39,1995,1994,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
South Africa,1996,4,0,South Africa,ZAF,4465.50649854807,45123018,39,1996,1994,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0
South Africa,1997,4,0,South Africa,ZAF,4527.04992403877,45666838,39,1997,1994,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0
South Africa,1998,4,0,South Africa,ZAF,4494.85711232358,46223880,39,1998,1994,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Sudan,1985,0,0,Sudan,SDN,669.103332519531,19905872,40,1985,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Sudan,1986,0,0,Sudan,SDN,692.196655273438,20288238,40,1986,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Sudan,1987,0,0,Sudan,SDN,776.530822753906,20704904,40,1987,NA,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Sudan,1988,0,0,Sudan,SDN,764.454162597656,21138431,40,1988,NA,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Sudan,1989,0,0,Sudan,SDN,823.076843261719,21578022,40,1989,NA,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Sudan,1990,0,0,Sudan,SDN,764.450439453125,22021481,40,1990,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Sudan,1991,0,0,Sudan,SDN,805.367309570313,22470676,40,1991,NA,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Sudan,1992,0,0,Sudan,SDN,842.008605957031,22927355,40,1992,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Sudan,1993,0,0,Sudan,SDN,862.978149414063,23445592,40,1993,NA,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Sudan,1994,0,0,Sudan,SDN,850.299438476563,24043948,40,1994,NA,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Sudan,1995,0,0,Sudan,SDN,877.693298339844,24672143,40,1995,NA,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Sudan,1996,0,0,Sudan,SDN,908.66015625,25231528,40,1996,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Sudan,1997,0,0,Sudan,SDN,1050.31994628906,25799821,40,1997,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Sudan,1998,0,0,Sudan,SDN,1069.27197265625,26458999,40,1998,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Swaziland,1985,0,0,Eswatini,SWZ,1337.19295932987,706196,41,1985,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Swaziland,1986,0,0,Eswatini,SWZ,1442.88839640842,734732,41,1986,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Swaziland,1987,0,0,Eswatini,SWZ,1590.689371117,763811,41,1987,NA,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Swaziland,1988,0,0,Eswatini,SWZ,1618.91934480167,799798,41,1988,NA,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Swaziland,1989,0,0,Eswatini,SWZ,1745.0256877423,837800,41,1989,NA,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Swaziland,1990,0,0,Eswatini,SWZ,2027.97481893357,872428,41,1990,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Swaziland,1991,0,0,Eswatini,SWZ,1982.41521465314,908189,41,1991,NA,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Swaziland,1992,0,0,Eswatini,SWZ,1969.96082543683,943416,41,1992,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Swaziland,1993,0,0,Eswatini,SWZ,1972.80340757512,971318,41,1993,NA,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Swaziland,1994,0,0,Eswatini,SWZ,2020.384816101,971212,41,1994,NA,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Swaziland,1995,0,0,Eswatini,SWZ,2119.58163577162,970433,41,1995,NA,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Swaziland,1996,0,0,Eswatini,SWZ,2157.86134470358,989841,41,1996,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Swaziland,1997,0,0,Eswatini,SWZ,2187.6982967057,1006635,41,1997,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Swaziland,1998,0,0,Eswatini,SWZ,2216.00896601996,1019653,41,1998,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Tanzania,1985,0,0,Tanzania,TZA,476.979888916016,22501693,42,1985,1995,-10,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Tanzania,1986,0,0,Tanzania,TZA,486.831359863281,23258959,42,1986,1995,-9,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Tanzania,1987,0,0,Tanzania,TZA,493.825897216797,24030378,42,1987,1995,-8,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Tanzania,1988,0,0,Tanzania,TZA,513.868591308594,24769686,42,1988,1995,-7,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Tanzania,1989,0,0,Tanzania,TZA,519.22265625,25438759,42,1989,1995,-6,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Tanzania,1990,0,0,Tanzania,TZA,541.544799804688,26110207,42,1990,1995,-5,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Tanzania,1991,1,0,Tanzania,TZA,538.966979980469,26780436,42,1991,1995,-4,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Tanzania,1992,2,0,Tanzania,TZA,528.781555175781,27457588,42,1992,1995,-3,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Tanzania,1993,2,0,Tanzania,TZA,518.66259765625,28332692,42,1993,1995,-2,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Tanzania,1994,2,0,Tanzania,TZA,506.972503662109,29442356,42,1994,1995,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Tanzania,1995,3,1,Tanzania,TZA,508.840423583984,30383497,42,1995,1995,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Tanzania,1996,3,0,Tanzania,TZA,522.333251953125,30945762,42,1996,1995,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Tanzania,1997,3,0,Tanzania,TZA,529.954223632813,31578089,42,1997,1995,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Tanzania,1998,3,0,Tanzania,TZA,535.363159179688,32420458,42,1998,1995,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Togo,1985,0,0,Togo,TGO,723.385321562685,3441091,43,1985,1993,-8,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Togo,1986,0,0,Togo,TGO,712.728508104382,3547952,43,1986,1993,-7,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Togo,1987,0,0,Togo,TGO,694.906789602319,3657508,43,1987,1993,-6,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Togo,1988,0,0,Togo,TGO,719.001834924917,3769742,43,1988,1993,-5,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Togo,1989,1,0,Togo,TGO,726.293542036147,3883411,43,1989,1993,-4,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Togo,1990,1,0,Togo,TGO,703.623952029279,3998761,43,1990,1993,-3,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Togo,1991,1,0,Togo,TGO,678.86984140241,4115560,43,1991,1993,-2,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Togo,1992,2,0,Togo,TGO,633.669030222095,4233617,43,1992,1993,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Togo,1993,3,1,Togo,TGO,541.357064850428,4207453,43,1993,1993,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Togo,1994,3,0,Togo,TGO,620.182624671753,4222940,43,1994,1993,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Togo,1995,3,0,Togo,TGO,640.349913996042,4410832,43,1995,1993,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Togo,1996,3,0,Togo,TGO,671.50427472391,4577860,43,1996,1993,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Togo,1997,3,0,Togo,TGO,744.126640948867,4725030,43,1997,1993,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Togo,1998,3,0,Togo,TGO,706.689579910124,4860913,43,1998,1993,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Uganda,1985,0,0,Uganda,UGA,337.997945432752,15023681,44,1985,1996,-11,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Uganda,1986,0,0,Uganda,UGA,329.57852173859,15467579,44,1986,1996,-10,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Uganda,1987,0,0,Uganda,UGA,332.185941474188,15954170,44,1987,1996,-9,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Uganda,1988,0,0,Uganda,UGA,348.37383295348,16470483,44,1988,1996,-8,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Uganda,1989,0,0,Uganda,UGA,358.769886121704,17010698,44,1989,1996,-7,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Uganda,1990,0,0,Uganda,UGA,369.839286985576,17569897,44,1990,1996,-6,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Uganda,1991,0,0,Uganda,UGA,377.780503685951,18155901,44,1991,1996,-5,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Uganda,1992,0,0,Uganda,UGA,377.609612721367,18785032,44,1992,1996,-4,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Uganda,1993,0,0,Uganda,UGA,395.163949168597,19445161,44,1993,1996,-3,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Uganda,1994,0,0,Uganda,UGA,406.592301920177,20108801,44,1994,1996,-2,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Uganda,1995,1,0,Uganda,UGA,441.226201168263,20665667,44,1995,1996,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Uganda,1996,4,1,Uganda,UGA,468.427898950193,21231550,44,1996,1996,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Uganda,1997,4,0,Uganda,UGA,478.250663988847,21856046,44,1997,1996,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
